task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
44	2b/b77fdf	1062986	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (4204)	COMPLETED	0	2025-10-01 13:25:12.555	41.2s	38.8s	97.9%	549 MB	4.3 GB	167 MB	2.3 MB
2	3a/a3222f	1046298	ORCL_PIPELINE:TRIM_READS:TRIM_PROCESS (2769)	COMPLETED	0	2025-10-01 13:23:23.973	2m 31s	2m 29s	336.0%	4.3 GB	4.8 GB	978.8 MB	825.3 MB
45	dd/adfb60	1064199	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (4204)	COMPLETED	0	2025-10-01 13:25:17.828	41.3s	39s	100.4%	554.6 MB	4.3 GB	170.6 MB	2.3 MB
27	4b/f2f51c	1060851	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (2774)	COMPLETED	0	2025-10-01 13:25:01.012	59.1s	56s	94.1%	746.6 MB	4.4 GB	251.6 MB	2 MB
10	ea/7fe152	1036325	ORCL_PIPELINE:TRIM_READS:TRIM_PROCESS (1658)	COMPLETED	0	2025-10-01 13:22:33.628	3m 40s	3m 38s	380.7%	4.3 GB	4.9 GB	1.5 GB	1.3 GB
12	dc/83214b	1058118	ORCL_PIPELINE:TRIM_READS:TRIM_PROCESS (561)	COMPLETED	0	2025-10-01 13:24:45.399	1m 54s	1m 51s	339.8%	4.3 GB	4.8 GB	922.1 MB	762.1 MB
31	00/5a97fd	1053598	ORCL_PIPELINE:TRIM_READS:TRIM_PROCESS (3174)	COMPLETED	0	2025-10-01 13:24:19.019	2m 39s	2m 36s	335.9%	4.3 GB	4.8 GB	1.2 GB	1 GB
35	5c/3800c7	1074657	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (671)	COMPLETED	0	2025-10-01 13:26:13.266	46.9s	44.6s	118.7%	776.2 MB	4.3 GB	256.2 MB	2 MB
22	9e/250a39	1070057	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (2759)	COMPLETED	0	2025-10-01 13:25:53.798	1m 6s	1m 4s	108.3%	753.4 MB	4.3 GB	377.3 MB	2.1 MB
33	89/272db7	1071233	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (3312)	COMPLETED	0	2025-10-01 13:25:59.176	1m 3s	1m	108.5%	822.4 MB	4.3 GB	370.3 MB	2.1 MB
26	3b/961401	1055728	ORCL_PIPELINE:TRIM_READS:TRIM_PROCESS (3173)	COMPLETED	0	2025-10-01 13:24:32.397	2m 36s	2m 31s	364.0%	4.3 GB	4.9 GB	1.3 GB	1.1 GB
50	fc/1cb6f3	1012894	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:FASTQ_STATS_SR_RAW (sr-raw-seqkit-stats)	COMPLETED	0	2025-10-01 13:21:18.842	5m 53s	5m 51s	756.0%	472.1 MB	1.9 GB	20.3 GB	10.1 GB
34	bb/fb74f7	1078340	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (671)	COMPLETED	0	2025-10-01 13:26:39.108	39.4s	37.5s	117.5%	828.8 MB	4.3 GB	256.1 MB	2 MB
47	03/da442d	1067227	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (3173)	COMPLETED	0	2025-10-01 13:25:35.733	1m 44s	1m 41s	101.1%	742.1 MB	4.3 GB	658.7 MB	2.1 MB
43	c5/2ee7a8	1071446	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (12240)	COMPLETED	0	2025-10-01 13:26:00.133	1m 23s	1m 20s	105.4%	822 MB	4.3 GB	490.8 MB	2.1 MB
29	41/c96fe0	1082354	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (2774)	COMPLETED	0	2025-10-01 13:27:01.829	33s	31.4s	121.8%	759.8 MB	4.3 GB	254.1 MB	2 MB
39	cb/b35f02	1070195	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (1658)	COMPLETED	0	2025-10-01 13:25:54.707	1m 52s	1m 49s	105.1%	744.8 MB	4.3 GB	768.9 MB	2 MB
24	a4/22478f	1081369	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (2759)	COMPLETED	0	2025-10-01 13:26:58.119	57.4s	55.5s	112.8%	748.5 MB	4.1 GB	380.7 MB	2.1 MB
37	16/6d85ff	1081756	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (544)	COMPLETED	0	2025-10-01 13:27:00.191	1m 5s	1m 3s	109.4%	830.6 MB	4.3 GB	487.4 MB	2.1 MB
30	8f/a985aa	1087296	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (3312)	COMPLETED	0	2025-10-01 13:27:18.495	46.8s	45.4s	115.1%	747.4 MB	4.2 GB	369.6 MB	2 MB
40	af/9a934c	1085598	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (561)	COMPLETED	0	2025-10-01 13:27:11.810	54.8s	53.4s	113.7%	825.8 MB	4.3 GB	437.9 MB	2.1 MB
20	ca/524516	1084284	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (2769)	COMPLETED	0	2025-10-01 13:27:08.077	58.8s	57.4s	110.7%	759 MB	4.3 GB	470.2 MB	2.1 MB
41	c2/9a3be2	1088636	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (561)	COMPLETED	0	2025-10-01 13:27:22.729	55s	53.5s	111.8%	831.4 MB	4.4 GB	445.6 MB	2.1 MB
42	79/7df50a	1087492	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (12240)	COMPLETED	0	2025-10-01 13:27:19.289	1m 1s	59.5s	109.8%	788.6 MB	4.3 GB	474.1 MB	2.1 MB
49	8b/9d8eda	1081762	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (3174)	COMPLETED	0	2025-10-01 13:27:00.200	1m 25s	1m 23s	108.0%	744 MB	4.3 GB	599.9 MB	2.1 MB
51	76/334256	1097475	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (4204)	COMPLETED	0	2025-10-01 13:28:06.667	20.2s	18.4s	128.5%	667.9 MB	4.4 GB	127.9 MB	2.1 MB
53	d1/bf1850	1097603	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (4204)	COMPLETED	0	2025-10-01 13:28:06.858	22.4s	20.5s	124.4%	567 MB	4.2 GB	128.2 MB	2.1 MB
52	c0/24771d	1100906	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:VALIDATE_PE_TRIM (validate-4204-R1.trim.fastq.gz)	COMPLETED	0	2025-10-01 13:28:17.750	17.7s	15.9s	121.8%	604.3 MB	36 GB	254.2 MB	1.9 KB
36	bc/9144af	1091294	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (544)	COMPLETED	0	2025-10-01 13:27:34.857	1m 2s	1m 1s	108.8%	749.2 MB	4.1 GB	485.8 MB	2.1 MB
17	66/9cae8e	1093438	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (2769)	COMPLETED	0	2025-10-01 13:27:46.275	59.6s	57.5s	110.9%	741 MB	4.3 GB	470 MB	2 MB
1	19/850a9c	1101806	ORCL_PIPELINE:GET_ORGANELLE:GETORGANELLE_SETUP (getorganelle-setup)	COMPLETED	0	2025-10-01 13:28:20.239	32.7s	31.3s	89.5%	216.7 MB	418.1 MB	120.6 MB	73.9 MB
54	8e/82aa63	1103617	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:VALIDATE_PE_TRIM (validate-3312-R1.trim.fastq.gz)	COMPLETED	0	2025-10-01 13:28:26.863	41.1s	39.2s	111.4%	598.6 MB	36 GB	664.9 MB	4.2 KB
57	5f/4c01cb	1107425	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (671)	COMPLETED	0	2025-10-01 13:28:36.879	32.2s	30.6s	117.3%	747 MB	4.3 GB	234.5 MB	2 MB
56	81/6fd3e7	1102858	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (3312)	COMPLETED	0	2025-10-01 13:28:24.956	44.4s	42.4s	112.8%	736.5 MB	4.3 GB	332.6 MB	2.1 MB
58	77/5983a0	1107110	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (671)	COMPLETED	0	2025-10-01 13:28:35.475	33.9s	32.5s	113.4%	825.4 MB	4.2 GB	232.8 MB	2 MB
59	96/bd8bed	1110012	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:VALIDATE_PE_TRIM (validate-671-R1.trim.fastq.gz)	COMPLETED	0	2025-10-01 13:28:45.929	28.3s	26.8s	112.8%	603.5 MB	36 GB	465.4 MB	3 KB
55	7d/f89b8b	1104639	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (3312)	COMPLETED	0	2025-10-01 13:28:29.244	46s	44.4s	112.6%	774.8 MB	4.3 GB	334.3 MB	2.1 MB
61	08/bdaa32	1111757	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (2774)	COMPLETED	0	2025-10-01 13:28:52.987	32s	30.5s	119.5%	744.4 MB	4.1 GB	228 MB	2 MB
46	a9/c0acb3	1097203	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (3173)	COMPLETED	0	2025-10-01 13:28:05.343	1m 20s	1m 19s	108.2%	742.9 MB	4.1 GB	632.3 MB	2 MB
48	7e/623aab	1095385	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (3174)	COMPLETED	0	2025-10-01 13:27:55.577	1m 31s	1m 29s	108.1%	751.5 MB	4.3 GB	584.2 MB	2 MB
69	88/fd5bc8	1120997	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:MERGE_VALI_RES_RAW (merge-sr-raw-validate-csv)	COMPLETED	0	2025-10-01 13:29:26.378	149ms	7ms	112.9%	0	0	120.6 KB	647 B
60	33/b49182	1114759	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:VALIDATE_PE_TRIM (validate-2774-R1.trim.fastq.gz)	COMPLETED	0	2025-10-01 13:29:08.002	29s	27.5s	114.0%	613.9 MB	36 GB	454.6 MB	2.9 KB
38	a4/7c375d	1097091	ORCL_PIPELINE:QC_REPORTS:FASTQC_RAW (1658)	COMPLETED	0	2025-10-01 13:28:05.151	1m 37s	1m 35s	105.7%	812.2 MB	4.3 GB	762.3 MB	2 MB
62	a6/c22c69	1114860	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (2774)	COMPLETED	0	2025-10-01 13:29:09.072	34.3s	32.5s	116.5%	829.1 MB	4.3 GB	228.5 MB	2.1 MB
65	05/797db7	1115058	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (2759)	COMPLETED	0	2025-10-01 13:29:09.396	49.4s	47.5s	113.1%	737.2 MB	4.1 GB	340.1 MB	2.1 MB
64	82/dc6614	1116673	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:VALIDATE_PE_TRIM (validate-2759-R1.trim.fastq.gz)	COMPLETED	0	2025-10-01 13:29:14.225	45.1s	43.1s	111.1%	600.5 MB	36 GB	678.1 MB	4.5 KB
63	ab/1c7092	1114995	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (2759)	COMPLETED	0	2025-10-01 13:29:09.348	55.2s	53.5s	112.0%	834.8 MB	4.3 GB	340 MB	2.1 MB
66	b8/43e34d	1117057	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (544)	COMPLETED	0	2025-10-01 13:29:15.246	58.4s	56.5s	109.9%	740.2 MB	4.3 GB	438.4 MB	2 MB
71	22/ee4456	1121252	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:VALIDATE_PE_TRIM (validate-12240-R1.trim.fastq.gz)	COMPLETED	0	2025-10-01 13:29:26.534	49.7s	48.1s	109.3%	600.6 MB	36 GB	824.2 MB	5 KB
68	3f/3e1344	1120542	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:VALIDATE_PE_TRIM (validate-544-R1.trim.fastq.gz)	COMPLETED	0	2025-10-01 13:29:25.011	52.3s	50.8s	110.2%	606.3 MB	36 GB	873.3 MB	5.4 KB
67	e7/0554f5	1120721	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (544)	COMPLETED	0	2025-10-01 13:29:25.385	56.9s	55.5s	109.2%	738.4 MB	4.1 GB	436.9 MB	2 MB
74	db/0df275	1126340	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:VALIDATE_PE_TRIM (validate-2769-R1.trim.fastq.gz)	COMPLETED	0	2025-10-01 13:29:43.429	50.6s	49.2s	108.6%	601.2 MB	36 GB	843.8 MB	5.2 KB
72	0f/3497e5	1125939	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (12240)	COMPLETED	0	2025-10-01 13:29:42.385	52.8s	51.5s	109.8%	732 MB	4.2 GB	417.8 MB	2 MB
70	36/ae0299	1124585	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (12240)	COMPLETED	0	2025-10-01 13:29:37.010	1m 5s	1m 3s	110.2%	738 MB	4.1 GB	408.4 MB	2 MB
73	b6/6fc6bd	1130013	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (2769)	COMPLETED	0	2025-10-01 13:29:58.841	55.2s	53.5s	111.6%	832.9 MB	4.3 GB	424.1 MB	2 MB
75	91/f9e957	1130217	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (2769)	COMPLETED	0	2025-10-01 13:29:59.366	57.2s	54.5s	109.3%	790.5 MB	4.3 GB	421.6 MB	2 MB
79	59/7e7c4b	1135288	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (561)	COMPLETED	0	2025-10-01 13:30:17.333	49.9s	48.5s	112.2%	824.2 MB	4.3 GB	389.9 MB	2 MB
80	19/d64887	1136811	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:VALIDATE_PE_TRIM (validate-561-R1.trim.fastq.gz)	COMPLETED	0	2025-10-01 13:30:22.289	46.6s	44.6s	111.3%	602.5 MB	36 GB	780.6 MB	4.7 KB
81	50/775e99	1139774	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (561)	COMPLETED	0	2025-10-01 13:30:33.989	50s	48.6s	116.1%	820.1 MB	4.3 GB	392.6 MB	2 MB
76	16/2a7f2e	1131523	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:VALIDATE_PE_TRIM (validate-1658-R1.trim.fastq.gz)	COMPLETED	0	2025-10-01 13:30:04.514	1m 25s	1m 23s	108.8%	600.5 MB	36 GB	1.3 GB	8.4 KB
88	cd/a84e8c	1151499	ORCL_PIPELINE:QC_REPORTS:MULTIQC_FASTP (multiqc)	COMPLETED	0	2025-10-01 13:31:24.032	6.7s	4.8s	165.0%	238 MB	14 GB	59.9 MB	41.7 MB
78	a9/7b0aa7	1134176	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (1658)	COMPLETED	0	2025-10-01 13:30:13.655	1m 29s	1m 26s	106.5%	752.6 MB	4.3 GB	692.5 MB	2 MB
77	8c/6a2583	1134848	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (1658)	COMPLETED	0	2025-10-01 13:30:16.199	1m 27s	1m 24s	107.1%	806.2 MB	4.4 GB	690.7 MB	2 MB
83	c0/96b46c	1141949	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (3174)	COMPLETED	0	2025-10-01 13:30:42.048	1m 7s	1m 4s	109.2%	800.6 MB	4.3 GB	529.3 MB	2 MB
102	bf/846887	1156760	ORCL_PIPELINE:QC_REPORTS:MULTIQC_RAW (multiqc)	COMPLETED	0	2025-10-01 13:31:42.838	7s	5.3s	163.0%	215.8 MB	14 GB	69.1 MB	30.6 MB
82	00/f59fe5	1140077	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (3174)	COMPLETED	0	2025-10-01 13:30:35.209	1m 17s	1m 16s	106.8%	742.9 MB	4.3 GB	520.1 MB	2 MB
84	3f/fbfbdc	1144398	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:VALIDATE_PE_TRIM (validate-3174-R1.trim.fastq.gz)	COMPLETED	0	2025-10-01 13:30:54.052	1m 7s	1m 5s	106.9%	600.3 MB	36 GB	1 GB	6.4 KB
87	94/6d0869	1145197	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (3173)	COMPLETED	0	2025-10-01 13:30:56.620	1m 12s	1m 11s	107.8%	746.2 MB	4.3 GB	579.6 MB	2 MB
85	89/c006e9	1147671	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:VALIDATE_PE_TRIM (validate-3173-R1.trim.fastq.gz)	COMPLETED	0	2025-10-01 13:31:07.202	1m 13s	1m 11s	105.3%	598.8 MB	36 GB	1.1 GB	6.9 KB
86	bb/0a3f66	1148120	ORCL_PIPELINE:QC_REPORTS:FASTQC_TRIM (3173)	COMPLETED	0	2025-10-01 13:31:08.911	1m 12s	1m 10s	107.7%	750.8 MB	4.4 GB	561.7 MB	2 MB
103	47/0f5214	1165692	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:MERGE_VALI_RES_TRIM (merge-sr-trim-validate-csv)	COMPLETED	0	2025-10-01 13:32:21.068	140ms	6ms	177.8%	0	0	120.3 KB	503 B
104	fa/6db1c1	1165795	ORCL_PIPELINE:QC_REPORTS:MULTIQC_TRIM (multiqc)	COMPLETED	0	2025-10-01 13:32:21.221	5.5s	4s	208.3%	205.9 MB	14 GB	68.7 MB	27.9 MB
89	e0/e547f7	1152813	ORCL_PIPELINE:FASTQ_VALIDATION_STATS:FASTQ_STATS_SR_TRIM (sr-trim-seqkit-stats)	COMPLETED	0	2025-10-01 13:31:29.425	3m 44s	3m 43s	825.0%	258.4 MB	1.8 GB	17.9 GB	9 GB
93	57/a37baf	1161653	ORCL_PIPELINE:GET_ORGANELLE:GETORGANELLE_RUN (2774)	COMPLETED	0	2025-10-01 13:32:01.105	12m 19s	12m 18s	190.6%	2.2 GB	13.9 GB	32.7 GB	8.1 GB
91	1b/dacd86	1153161	ORCL_PIPELINE:GET_ORGANELLE:GETORGANELLE_RUN (3312)	COMPLETED	0	2025-10-01 13:31:30.738	17m 24s	17m 22s	205.4%	3.2 GB	17.2 GB	49.1 GB	13.3 GB
92	cd/343bdd	1210097	ORCL_PIPELINE:GET_ORGANELLE:GETORGANELLE_RUN (671)	COMPLETED	0	2025-10-01 13:48:54.465	12m 12s	12m 11s	188.0%	2.4 GB	15.7 GB	33.5 GB	8.4 GB
94	f9/dd316d	1202103	ORCL_PIPELINE:GET_ORGANELLE:GETORGANELLE_RUN (2759)	COMPLETED	0	2025-10-01 13:44:20.310	17m 34s	17m 33s	182.9%	3.6 GB	16.7 GB	50.4 GB	13.6 GB
96	4d/fde738	1179281	ORCL_PIPELINE:GET_ORGANELLE:GETORGANELLE_RUN (12240)	COMPLETED	0	2025-10-01 13:35:13.436	36m 26s	36m 24s	361.7%	5.7 GB	17.8 GB	63.1 GB	18.1 GB
99	26/35c193	1227226	ORCL_PIPELINE:GET_ORGANELLE:GETORGANELLE_RUN (561)	COMPLETED	0	2025-10-01 14:01:06.704	20m 40s	20m 38s	195.4%	4.1 GB	17.3 GB	57.7 GB	15.6 GB
97	d6/6b4cfe	1229780	ORCL_PIPELINE:GET_ORGANELLE:GETORGANELLE_RUN (2769)	COMPLETED	0	2025-10-01 14:01:54.490	24m 9s	24m 6s	185.5%	4.4 GB	17.6 GB	64.7 GB	17.2 GB
95	ad/5624e5	1252353	ORCL_PIPELINE:GET_ORGANELLE:GETORGANELLE_RUN (544)	COMPLETED	0	2025-10-01 14:11:39.520	21m 23s	21m 22s	184.2%	4.3 GB	17.5 GB	66.4 GB	17.7 GB
90	4a/594fc4	1265732	ORCL_PIPELINE:GET_ORGANELLE:GETORGANELLE_RUN (4204)	COMPLETED	0	2025-10-01 14:21:46.772	12m 28s	12m 27s	199.5%	1.6 GB	15.2 GB	35.4 GB	9.2 GB
101	cb/a2fa42	1156684	ORCL_PIPELINE:GET_ORGANELLE:GETORGANELLE_RUN (3173)	COMPLETED	0	2025-10-01 13:31:42.710	1h 11m 12s	1h 11m 11s	206.6%	13.9 GB	20.3 GB	175.6 GB	47.1 GB
98	3e/86d48d	1272129	ORCL_PIPELINE:GET_ORGANELLE:GETORGANELLE_RUN (1658)	COMPLETED	0	2025-10-01 14:26:03.124	31m 30s	31m 28s	194.6%	4.4 GB	17.3 GB	104.7 GB	27.8 GB
100	b6/e2e6ee	1288394	ORCL_PIPELINE:GET_ORGANELLE:GETORGANELLE_RUN (3174)	COMPLETED	0	2025-10-01 14:33:02.690	53m 5s	53m 3s	194.5%	4.6 GB	17.5 GB	160.1 GB	43.1 GB
